Gene	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_1	Sample_2	Sample_3
ENSG00000153230.4|OR14K1	0	0	0	0	0	0	0	0	0
ENSG00000153233.12|PTPRR	0	0	0	0	0	0	0	0	0
ENSG00000153234.13|NR4A2	11576	7028	1531	8167	2554	10163	6819	3211	13440
ENSG00000153237.17|CCDC148	0	0	0	0	0	0	0	0	0
ENSG00000153246.12|PLA2R1	0	0	0	0	0	0	0	0	0
ENSG00000153250.19|RBMS1	1078	1116	985	1157	2269	3284	436	288	1589
ENSG00000153253.16|SCN3A	16	1	1	0	12	3	10	0	0
ENSG00000153266.12|FEZF2	0	0	0	0	0	0	0	0	0
ENSG00000153283.12|CD96	708	429	1301	1135	545	952	656	501	969
ENSG00000153291.15|SLC25A27	0	0	0	0	1	3	0	0	3
ENSG00000153292.15|ADGRF1	0	0	0	0	0	0	0	0	0
ENSG00000153294.11|ADGRF4	0	0	0	0	0	0	0	0	0
ENSG00000153303.16|FRMD1	0	0	0	0	0	0	0	0	0
ENSG00000153310.19|FAM49B	1993	1125	2292	1322	3137	5943	1434	1178	2857
ENSG00000153317.14|ASAP1	399	126	210	380	464	663	148	140	384
ENSG00000153339.13|TRAPPC8	77	53	112	72	81	214	39	51	56
ENSG00000153347.9|FAM81B	0	2	0	0	0	0	0	0	0
ENSG00000153363.12|LINC00467	21	133	132	18	64	93	82	61	91
ENSG00000153391.15|INO80C	107	111	104	150	198	244	32	28	54
ENSG00000153395.9|LPCAT1	1286	1201	3582	1758	2065	4168	606	415	1226
ENSG00000153404.14|PLEKHG4B	0	0	0	0	0	0	57	1	0
ENSG00000153406.13|NMRAL1	1057	831	1308	1318	1251	2047	735	560	1023
ENSG00000153443.12|UBALD1	282	315	365	391	502	521	303	211	784
ENSG00000153446.15|C16orf89	0	0	0	0	0	0	0	0	0
ENSG00000153485.5|TMEM251	71	15	146	50	154	158	34	21	43
ENSG00000153487.12|ING1	128	141	311	176	304	279	260	358	598
ENSG00000153495.10|TEX29	1	4	7	0	0	0	12	0	0
ENSG00000153498.11|SPACA7	0	0	0	0	0	0	0	0	0
ENSG00000153531.13|ADPRHL1	0	0	37	0	4	0	0	0	0
ENSG00000153551.13|CMTM7	2887	2914	3391	3428	5109	7468	2304	2282	5318
ENSG00000153558.13|FBXL2	0	0	0	11	24	0	0	2	0
ENSG00000153560.11|UBP1	228	253	177	186	307	227	275	198	446
ENSG00000153561.12|RMND5A	210	243	379	260	382	425	266	311	557
ENSG00000153563.15|CD8A	2024	3804	4706	10655	2035	8133	3498	4874	3212
ENSG00000153574.8|RPIA	509	349	522	430	649	1307	526	503	1129
ENSG00000153684.14|GOLGA8F	0	0	0	0	0	0	0	0	0
ENSG00000153707.16|PTPRD	0	0	2	0	0	0	0	0	0
ENSG00000153714.5|LURAP1L	0	0	0	30	0	0	0	0	0
ENSG00000153721.18|CNKSR3	0	0	0	0	36	0	1	0	0
ENSG00000153767.9|GTF2E1	55	81	124	77	88	59	1	33	39
ENSG00000153774.8|CFDP1	407	191	387	205	353	684	87	216	447
ENSG00000153779.10|TGIF2LX	0	0	0	0	0	0	0	0	0
ENSG00000153786.12|ZDHHC7	1116	575	1329	1403	1793	4161	1001	1106	5050
ENSG00000153789.12|FAM92B	0	0	0	22	50	0	0	0	0
ENSG00000153790.11|C7orf31	75	94	109	80	103	157	56	51	129
ENSG00000153802.11|TMPRSS11D	1	0	0	0	0	0	0	0	0
ENSG00000153814.11|JAZF1	195	200	270	340	379	553	136	141	306
ENSG00000153815.16|CMIP	114	34	43	110	165	205	110	23	182
ENSG00000153820.12|SPHKAP	0	0	0	0	0	0	0	0	0
ENSG00000153822.13|KCNJ16	0	0	0	0	0	0	0	0	0
ENSG00000153823.18|PID1	588	277	141	498	694	1063	390	380	1332
ENSG00000153827.13|TRIP12	235	163	289	206	286	296	372	205	603
ENSG00000153832.11|FBXO36	2	44	0	32	22	66	0	2	17
ENSG00000153879.8|CEBPG	617	371	605	451	804	945	1290	1184	1544
ENSG00000153885.14|KCTD15	25	19	1	2	70	58	210	90	106
ENSG00000153896.17|ZNF599	64	54	40	122	68	75	0	0	33
ENSG00000153898.12|MCOLN2	49	15	60	170	75	220	92	31	82
ENSG00000153902.13|LGI4	0	0	0	0	0	0	0	0	101
ENSG00000153904.18|DDAH1	0	0	0	0	0	0	0	0	0
ENSG00000153914.15|SREK1	271	296	184	276	415	413	549	226	877
ENSG00000153922.10|CHD1	535	329	575	1004	639	1326	1336	988	1773
ENSG00000153923.10|CLCA3P	0	0	0	0	0	0	0	0	0
ENSG00000153930.11|ANKFN1	0	0	0	0	0	0	0	0	0
ENSG00000153933.9|DGKE	93	140	260	73	109	206	157	102	181
ENSG00000153936.16|HS2ST1	62	39	70	56	95	62	34	65	65
ENSG00000153944.10|MSI2	215	307	403	242	246	278	219	161	402
ENSG00000153956.15|CACNA2D1	0	0	0	0	0	0	0	0	0
ENSG00000153975.9|ZUFSP	46	39	77	129	1	88	140	115	101
ENSG00000153976.2|HS3ST3A1	0	0	0	0	1	2	0	3	1
ENSG00000153982.10|GDPD1	33	0	0	45	1	27	13	12	1
ENSG00000153989.7|NUS1	120	31	83	93	199	213	147	95	259
ENSG00000153993.13|SEMA3D	15	0	0	0	0	0	0	0	0
ENSG00000154001.13|PPP2R5E	526	343	953	407	422	1246	403	290	784
ENSG00000154007.6|ASB17	0	0	0	0	0	0	0	0	0
ENSG00000154016.13|GRAP	290	204	599	367	193	410	334	216	305
ENSG00000154025.15|SLC5A10	42	0	3	0	0	0	0	0	24
ENSG00000154027.18|AK5	218	237	892	404	75	265	319	269	630
ENSG00000154040.20|CABYR	1	1	0	0	17	0	27	0	0
ENSG00000154059.9|IMPACT	64	74	88	95	146	140	183	45	95
ENSG00000154065.16|ANKRD29	0	0	0	0	1	1	0	0	0
ENSG00000154079.5|SDHAF4	98	13	57	28	109	93	72	2	30
ENSG00000154080.13|CHST9	0	0	0	0	0	0	0	0	0
ENSG00000154096.13|THY1	0	0	0	0	0	0	0	0	0
ENSG00000154099.17|DNAAF1	5	0	2	8	318	470	85	0	109
ENSG00000154102.10|C16orf74	537	772	675	638	267	414	305	209	359
ENSG00000154114.12|TBCEL	55	23	33	12	43	26	11	22	15
ENSG00000154118.12|JPH3	0	0	0	0	0	11	0	0	0
ENSG00000154122.12|ANKH	479	897	883	723	506	576	729	681	610
ENSG00000154124.4|OTULIN	189	274	283	342	281	390	302	183	353
ENSG00000154127.9|UBASH3B	339	66	338	259	418	445	47	66	186
ENSG00000154133.14|ROBO4	0	0	0	0	0	0	0	0	0
ENSG00000154134.14|ROBO3	155	248	296	101	31	335	133	194	156
ENSG00000154143.2|PANX3	0	0	0	0	0	0	0	0	0
ENSG00000154144.12|TBRG1	1775	1961	1858	1678	2516	3906	2240	1435	3302
ENSG00000154146.12|NRGN	7008	3363	288	8623	29732	13727	6022	2415	5569
ENSG00000154153.13|RETREG1	110	180	176	236	250	288	139	150	186
ENSG00000154162.14|CDH12	0	0	0	0	0	0	0	0	0
ENSG00000154165.4|GPR15	13	22	47	29	15	20	34	42	34
ENSG00000154174.7|TOMM70	279	83	173	233	326	644	219	165	355
ENSG00000154175.16|ABI3BP	14	14	0	1	0	0	0	0	7
ENSG00000154188.9|ANGPT1	1	33	0	16	15	0	0	0	0
ENSG00000154198.14|CYP4Z2P	0	0	0	0	0	0	0	0	0
ENSG00000154217.14|PITPNC1	985	959	1367	1810	925	1940	2022	1214	1898
ENSG00000154222.14|CC2D1B	169	213	458	145	388	499	216	260	293
ENSG00000154227.13|CERS3	0	0	25	0	0	0	0	0	6
ENSG00000154229.11|PRKCA	609	327	708	746	640	649	376	618	855
ENSG00000154237.12|LRRK1	251	1	296	83	397	426	20	93	336
ENSG00000154240.16|CEP112	8	0	1	0	16	0	0	6	2
ENSG00000154252.11|GAL3ST2	0	1	0	0	0	0	0	0	8
ENSG00000154258.16|ABCA9	0	0	0	0	0	0	0	0	0
ENSG00000154262.12|ABCA6	0	0	7	0	6	12	1	0	4
ENSG00000154263.17|ABCA10	0	0	0	5	0	1	0	1	0
ENSG00000154265.15|ABCA5	20	96	85	36	12	198	31	74	65
ENSG00000154269.14|ENPP3	0	0	9	0	0	0	0	2	0
ENSG00000154274.14|C4orf19	6	40	3	0	1	0	25	13	10
ENSG00000154277.12|UCHL1	0	0	0	0	25	23	1	0	0
ENSG00000154305.16|MIA3	254	286	649	276	190	487	345	198	363
ENSG00000154309.8|DISP1	5	1	66	28	17	45	0	1	13
ENSG00000154310.16|TNIK	343	558	653	579	283	456	412	367	474
ENSG00000154316.16|TDH	0	0	0	0	0	26	0	19	0
ENSG00000154319.14|FAM167A	5	0	0	9	0	186	3	51	33
ENSG00000154328.15|NEIL2	310	192	500	455	428	918	468	305	712
ENSG00000154330.12|PGM5	6	0	0	0	0	0	2	1	2
ENSG00000154342.5|WNT3A	0	0	4	0	0	0	0	0	0
ENSG00000154358.20|OBSCN	265	81	162	175	37	215	189	78	248
ENSG00000154359.12|LONRF1	260	170	184	413	452	864	288	462	545
ENSG00000154370.15|TRIM11	558	764	732	987	901	1278	1214	1201	1789
ENSG00000154380.17|ENAH	0	0	0	9	0	15	0	0	0
ENSG00000154415.7|PPP1R3A	0	0	0	0	0	0	0	0	0
ENSG00000154429.10|CCSAP	23	54	99	64	98	82	104	58	169
ENSG00000154438.7|ASZ1	0	0	0	0	0	0	0	0	0
ENSG00000154447.14|SH3RF1	65	169	52	44	146	79	34	11	49
ENSG00000154451.14|GBP5	742	715	1790	1090	1551	2808	1042	828	484
ENSG00000154473.17|BUB3	1112	1237	1753	2180	1700	2608	1703	1346	2218
ENSG00000154478.3|GPR26	0	0	0	0	0	0	0	0	0
ENSG00000154479.12|CCDC173	3	7	5	5	1	18	13	7	29
ENSG00000154485.4|MMP21	0	0	0	0	0	0	0	0	0
ENSG00000154493.17|C10orf90	0	0	0	0	0	0	0	0	0
ENSG00000154511.11|FAM69A	152	189	328	323	228	316	168	221	164
ENSG00000154518.9|ATP5G3	1617	1939	2395	2365	3137	4572	1474	2012	2819
ENSG00000154529.14|CNTNAP3B	0	0	0	0	0	0	0	0	0
ENSG00000154537.4|FAM27C	0	0	5	4	12	0	1	12	0
ENSG00000154545.16|MAGED4	0	0	0	0	0	0	0	0	0
ENSG00000154548.8|SRSF12	0	0	2	1	0	2	5	3	0
ENSG00000154553.13|PDLIM3	0	0	0	0	0	0	0	0	0
ENSG00000154556.17|SORBS2	0	0	7	0	0	0	0	0	4
ENSG00000154582.16|ELOC	157	196	297	243	352	490	219	236	258
ENSG00000154589.6|LY96	30	20	12	9	78	78	24	3	35
ENSG00000154608.14|CEP170P1	0	0	0	0	1	1	0	1	1
ENSG00000154611.14|PSMA8	0	0	0	0	0	5	0	0	0
ENSG00000154620.5|TMSB4Y	1	1	63	36	42	0	84	54	112
ENSG00000154639.18|CXADR	0	0	10	1	0	36	0	0	0
ENSG00000154640.14|BTG3	218	277	341	646	350	723	1474	1020	1630
ENSG00000154642.10|C21orf91	79	43	166	109	90	317	272	212	78
ENSG00000154645.13|CHODL	7	0	30	0	6	0	0	1	0
ENSG00000154646.8|TMPRSS15	0	0	0	0	0	0	0	0	0
ENSG00000154654.14|NCAM2	0	0	0	0	0	0	0	0	0
ENSG00000154655.15|L3MBTL4	3	19	39	22	8	24	3	0	2
ENSG00000154678.16|PDE1C	0	0	0	0	0	0	0	0	0
ENSG00000154710.16|RABGEF1	35	37	30	49	76	72	54	87	155
ENSG00000154719.13|MRPL39	19	39	69	26	84	47	73	47	70
ENSG00000154721.14|JAM2	0	6	1	2	1	0	0	30	0
ENSG00000154723.12|ATP5J	596	562	902	802	1307	1374	643	589	652
ENSG00000154727.10|GABPA	20	11	50	26	53	53	100	156	87
ENSG00000154734.14|ADAMTS1	21	4	56	53	1	0	3	42	0
ENSG00000154736.5|ADAMTS5	0	0	0	29	11	0	0	0	0
ENSG00000154743.17|TSEN2	82	40	240	76	209	278	3	51	82
ENSG00000154760.13|SLFN13	32	50	199	188	7	106	81	113	127
ENSG00000154764.5|WNT7A	137	10	439	243	81	180	799	344	395
ENSG00000154767.14|XPC	332	308	407	397	438	653	385	222	204
ENSG00000154781.15|CCDC174	407	384	571	393	413	786	405	573	1000
ENSG00000154783.11|FGD5	0	0	0	0	0	1	0	0	0
ENSG00000154803.12|FLCN	73	180	122	45	179	368	47	72	75
ENSG00000154813.9|DPH3	280	235	247	137	457	604	278	348	473
ENSG00000154814.13|OXNAD1	797	554	1230	749	707	748	518	481	892
ENSG00000154822.17|PLCL2	278	316	454	328	303	318	123	128	318
ENSG00000154832.14|CXXC1	823	661	1824	1094	1690	2949	438	619	1467
ENSG00000154839.9|SKA1	9	0	0	0	38	29	0	0	16
ENSG00000154845.15|PPP4R1	219	192	158	74	235	374	224	210	465
ENSG00000154856.12|APCDD1	18	79	2	10	18	75	0	0	4
ENSG00000154864.11|PIEZO2	0	0	0	0	9	0	0	0	0
ENSG00000154874.15|CCDC144B	0	0	9	17	58	70	59	36	75
ENSG00000154889.16|MPPE1	550	340	717	568	645	1723	881	654	966
ENSG00000154898.15|CCDC144CP	0	0	0	0	0	1	0	0	1
ENSG00000154914.16|USP43	0	0	0	0	1	0	0	0	0
ENSG00000154917.10|RAB6B	111	37	23	0	213	333	56	0	10
ENSG00000154920.14|EME1	0	0	1	0	44	0	33	0	44
ENSG00000154928.16|EPHB1	12	0	0	0	0	50	1	0	0
ENSG00000154930.14|ACSS1	1502	983	1657	1351	1923	2235	786	550	1294
ENSG00000154945.6|ANKRD40	15	184	12	144	191	252	131	30	230
ENSG00000154957.13|ZNF18	163	34	421	426	463	336	229	293	432
ENSG00000154975.13|CA10	0	0	0	0	0	0	0	0	0
ENSG00000154978.12|VOPP1	915	936	1448	1435	1540	2510	997	858	1943
ENSG00000154997.8|SEPT14	0	0	0	0	0	0	0	0	0
ENSG00000155008.13|APOOL	203	115	237	168	171	270	84	59	112
ENSG00000155011.8|DKK2	0	0	0	0	0	0	0	0	0
ENSG00000155016.17|CYP2U1	104	103	124	158	29	171	199	146	154
ENSG00000155026.16|RSPH10B	0	0	0	0	0	0	0	0	0
ENSG00000155034.18|FBXL18	168	68	67	122	301	379	24	9	110
ENSG00000155052.14|CNTNAP5	0	0	0	0	0	0	0	0	0
ENSG00000155066.15|PROM2	0	0	0	0	0	0	0	0	0
ENSG00000155070.8|UNC93B2	0	9	0	0	0	13	0	0	1
ENSG00000155085.15|AK9	48	49	48	32	42	122	25	27	27
ENSG00000155087.3|ODF1	0	0	0	0	0	0	0	0	0
ENSG00000155090.14|KLF10	981	650	1114	1563	3793	6710	1212	1693	4708
ENSG00000155093.17|PTPRN2	57	144	246	75	17	183	10	24	114
ENSG00000155096.13|AZIN1	713	336	444	756	1208	1536	589	526	1283
ENSG00000155097.11|ATP6V1C1	66	77	83	54	154	481	42	18	65
ENSG00000155099.7|TMEM55A	839	175	309	504	1093	1220	240	38	339
ENSG00000155100.10|OTUD6B	6	14	33	12	47	215	56	19	11
ENSG00000155111.14|CDK19	120	46	0	82	92	115	12	10	40
ENSG00000155115.6|GTF3C6	296	251	511	347	924	924	226	287	312
ENSG00000155158.20|TTC39B	124	230	248	253	259	302	151	68	118
ENSG00000155189.11|AGPAT5	175	112	412	429	279	364	201	181	137
ENSG00000155229.20|MMS19	685	720	1113	232	606	1524	554	447	694
ENSG00000155249.5|OR4K1	0	0	0	0	0	0	0	0	0
ENSG00000155252.13|PI4K2A	567	337	331	430	568	558	653	663	2183
ENSG00000155254.12|MARVELD1	54	1	1	87	146	335	3	10	216
ENSG00000155256.17|ZFYVE27	665	321	755	649	605	1037	708	634	1290
ENSG00000155265.10|GOLGA7B	146	62	113	87	425	119	33	37	25
ENSG00000155269.11|GPR78	0	0	0	0	0	0	0	0	0
ENSG00000155275.18|TRMT44	398	256	78	303	312	459	136	224	370
ENSG00000155287.10|SLC25A28	374	400	322	504	543	614	267	327	650
ENSG00000155304.5|HSPA13	22	27	57	128	116	77	218	84	324
ENSG00000155307.17|SAMSN1	744	156	246	473	623	1366	535	383	1314
ENSG00000155313.15|USP25	60	32	85	63	177	452	114	59	166
ENSG00000155324.9|GRAMD2B	54	42	124	47	28	106	154	89	150
ENSG00000155329.11|ZCCHC10	101	99	117	127	155	311	178	75	180
ENSG00000155330.9|C16orf87	62	86	161	71	204	531	272	163	455
ENSG00000155363.18|MOV10	702	786	821	617	1008	1067	235	357	518
ENSG00000155366.16|RHOC	2495	3703	2895	1433	2761	4902	2095	1122	1563
ENSG00000155367.15|PPM1J	0	28	10	0	11	180	42	0	67
ENSG00000155368.16|DBI	1277	1872	1849	1530	2339	3145	1014	1189	1451
ENSG00000155380.11|SLC16A1	139	74	201	142	154	513	208	171	171
ENSG00000155393.12|HEATR3	177	55	49	49	115	364	62	77	184
ENSG00000155428.12|TRIM74	2	1	9	0	1	4	0	3	6
ENSG00000155438.11|NIFK	229	418	328	540	453	644	442	90	485
ENSG00000155463.12|OXA1L	882	1021	1132	1083	1180	2721	1278	925	1703
ENSG00000155465.18|SLC7A7	2025	798	1053	932	4062	6965	760	690	4810
ENSG00000155495.8|MAGEC1	0	0	0	0	0	0	0	0	0
ENSG00000155506.16|LARP1	908	1310	928	1204	1674	1942	600	762	974
ENSG00000155508.13|CNOT8	431	263	908	479	578	1541	1015	783	1808
ENSG00000155511.17|GRIA1	0	0	0	0	0	0	0	0	0
ENSG00000155530.2|LRGUK	25	0	0	0	0	0	0	1	0
ENSG00000155542.11|SETD9	59	4	44	2	13	128	56	28	129
ENSG00000155545.19|MIER3	40	27	59	8	13	187	121	65	113
ENSG00000155561.14|NUP205	70	2	77	47	39	144	57	52	153
ENSG00000155592.15|ZKSCAN2	0	34	25	56	2	43	27	153	118
ENSG00000155621.14|C9orf85	55	61	121	88	77	110	59	48	133
ENSG00000155622.6|XAGE2	0	0	0	0	0	0	0	0	0
ENSG00000155629.14|PIK3AP1	601	314	854	419	1293	3035	441	326	1005
ENSG00000155636.14|RBM45	65	37	136	79	59	65	28	33	54
ENSG00000155657.26|TTN	209	264	401	209	206	184	526	264	142
ENSG00000155659.14|VSIG4	109	152	158	116	3802	693	1	4	803
ENSG00000155660.10|PDIA4	2487	1039	2693	2000	5077	5732	600	670	1731
ENSG00000155666.11|KDM8	221	37	210	173	209	274	145	138	128
ENSG00000155714.13|PDZD9	0	0	0	6	0	0	0	0	0
ENSG00000155719.16|OTOA	6	0	0	0	0	55	32	0	6
ENSG00000155729.12|KCTD18	137	171	66	134	125	211	133	109	195
ENSG00000155744.9|FAM126B	213	205	251	135	288	412	374	339	429
ENSG00000155749.12|ALS2CR12	1	0	21	0	7	0	3	0	3
ENSG00000155754.14|C2CD6	0	0	0	0	0	0	0	0	0
ENSG00000155755.18|TMEM237	23	6	56	87	23	89	3	2	32
ENSG00000155760.2|FZD7	23	0	0	1	0	0	0	1	45
ENSG00000155761.13|SPAG17	0	0	0	0	0	0	0	0	2
ENSG00000155792.9|DEPTOR	0	3	0	0	0	0	0	4	36
ENSG00000155816.19|FMN2	0	0	0	0	0	0	0	0	0
ENSG00000155827.11|RNF20	166	238	295	138	334	319	91	14	116
ENSG00000155833.14|CYLC2	0	0	0	0	0	0	0	0	0
ENSG00000155846.16|PPARGC1B	95	1	125	108	145	343	1	45	176
ENSG00000155849.15|ELMO1	1327	762	1368	1457	1115	1774	1765	1390	2340
ENSG00000155850.7|SLC26A2	20	30	58	49	62	71	13	6	70
ENSG00000155858.5|LSM11	15	0	0	38	0	14	7	0	0
ENSG00000155868.7|MED7	73	76	149	61	234	99	127	119	143
ENSG00000155875.13|SAXO1	0	2	1	1	0	0	0	0	0
ENSG00000155876.5|RRAGA	612	932	1402	939	1370	1959	898	1071	1795
ENSG00000155886.11|SLC24A2	0	0	0	0	0	0	0	0	0
ENSG00000155890.3|TRIM42	0	0	0	0	0	0	0	0	0
ENSG00000155893.12|PXYLP1	166	190	348	245	214	195	175	199	319
ENSG00000155897.9|ADCY8	0	0	0	0	0	0	0	0	0
ENSG00000155903.11|RASA2	540	686	1115	835	692	1196	902	911	1139
ENSG00000155906.16|RMND1	33	81	81	47	48	179	46	39	10
ENSG00000155918.7|RAET1L	0	0	0	0	0	0	0	0	0
ENSG00000155926.13|SLA	578	473	1217	1094	1375	1226	470	532	1208
ENSG00000155957.17|TMBIM4	347	195	668	231	462	1164	193	177	374
ENSG00000155959.10|VBP1	291	257	391	185	420	780	110	61	193
ENSG00000155961.4|RAB39B	73	96	334	167	12	42	178	63	50
ENSG00000155962.12|CLIC2	21	27	1	8	4	20	37	1	41
ENSG00000155966.13|AFF2	0	0	0	0	0	0	0	0	0
ENSG00000155970.11|MICU3	53	47	27	69	49	49	28	50	197
ENSG00000155974.11|GRIP1	39	21	2	3	8	0	25	5	47
ENSG00000155975.9|VPS37A	142	79	345	184	228	502	242	143	321
ENSG00000155980.11|KIF5A	0	0	0	1	0	1	0	0	0
ENSG00000156006.4|NAT2	0	0	0	0	0	0	0	0	0
ENSG00000156009.9|MAGEA8	0	0	0	0	0	0	0	0	0
ENSG00000156011.16|PSD3	4	0	0	1	1	23	0	2	15
ENSG00000156017.12|CARNMT1	28	15	96	81	91	76	222	90	187
ENSG00000156026.14|MCU	136	42	322	80	532	725	39	72	190
ENSG00000156030.13|ELMSAN1	498	724	559	653	546	1135	730	482	1756
ENSG00000156042.17|CFAP70	0	0	1	0	0	3	14	0	15
ENSG00000156049.6|GNA14	0	0	0	0	1	0	0	0	0
ENSG00000156050.8|FAM161B	10	60	29	75	9	42	52	0	30
ENSG00000156052.10|GNAQ	126	211	104	23	243	326	67	19	163
ENSG00000156076.9|WIF1	0	0	0	0	0	0	0	0	0
ENSG00000156096.13|UGT2B4	0	0	0	0	0	0	0	0	0
ENSG00000156097.12|GPR61	0	3	1	0	0	25	14	14	0
ENSG00000156103.15|MMP16	0	0	0	0	0	0	0	0	0
ENSG00000156110.13|ADK	398	487	465	639	666	1344	467	395	1304
ENSG00000156113.22|KCNMA1	18	0	0	24	123	0	0	0	0
ENSG00000156127.6|BATF	597	840	1087	464	721	766	296	297	300
ENSG00000156136.9|DCK	187	225	672	314	295	724	201	169	226
ENSG00000156140.9|ADAMTS3	0	0	0	0	0	0	0	0	0
ENSG00000156150.6|ALX3	0	0	0	0	0	0	0	0	0
ENSG00000156162.16|DPY19L4	4	1	39	17	7	60	11	41	65
ENSG00000156170.12|NDUFAF6	125	66	418	82	224	325	173	181	163
ENSG00000156171.14|DRAM2	658	427	666	440	763	1337	834	412	1036
ENSG00000156172.5|C8orf37	1	6	1	0	13	2	1	0	0
ENSG00000156194.17|PPEF2	0	0	1	0	0	0	0	0	0
ENSG00000156206.13|CFAP161	50	0	0	48	21	125	42	10	37
ENSG00000156218.12|ADAMTSL3	0	0	0	0	0	0	0	0	0
ENSG00000156219.16|ART3	0	0	0	0	1	0	13	0	0
ENSG00000156222.11|SLC28A1	0	0	0	0	0	0	0	0	0
ENSG00000156232.7|WHAMM	563	551	813	580	699	1269	2299	1902	3734
ENSG00000156234.7|CXCL13	0	0	0	0	0	14	0	0	0
ENSG00000156239.11|N6AMT1	27	0	90	22	25	27	36	74	19
ENSG00000156253.6|RWDD2B	50	79	165	52	154	168	19	37	19
ENSG00000156256.14|USP16	462	437	520	410	499	717	561	345	706
ENSG00000156261.12|CCT8	636	274	618	824	1494	2151	758	683	1184
ENSG00000156265.15|MAP3K7CL	731	149	98	715	811	1005	744	165	718
ENSG00000156269.4|NAA11	0	0	0	0	0	0	0	0	0
ENSG00000156273.15|BACH1	136	228	55	136	409	368	202	169	341
ENSG00000156282.4|CLDN17	0	0	0	0	0	0	0	0	0
ENSG00000156284.5|CLDN8	0	0	0	0	0	0	0	0	0
ENSG00000156298.12|TSPAN7	0	0	0	0	0	0	0	0	0
ENSG00000156299.13|TIAM1	524	183	402	461	748	645	109	113	470
ENSG00000156304.14|SCAF4	788	781	795	666	633	1300	437	875	1266
ENSG00000156313.12|RPGR	211	95	247	185	264	590	370	275	844
ENSG00000156345.17|CDK20	189	1	131	168	294	148	68	7	82
ENSG00000156374.14|PCGF6	16	5	151	74	20	54	226	36	55
ENSG00000156381.8|ANKRD9	151	163	16	137	720	435	257	17	449
ENSG00000156384.14|SFR1	85	90	204	91	259	185	20	58	83
ENSG00000156395.12|SORCS3	0	0	5	0	0	0	0	0	0
ENSG00000156398.12|SFXN2	102	120	78	103	34	188	42	34	16
ENSG00000156411.9|C14orf2	2162	2424	2717	2519	3743	4468	2471	1944	3117
ENSG00000156413.13|FUT6	0	0	0	0	0	0	0	0	0
ENSG00000156414.18|TDRD9	21	0	0	0	57	20	0	1	47
ENSG00000156427.7|FGF18	0	0	0	0	0	27	0	0	0
ENSG00000156453.13|PCDH1	69	51	115	131	0	187	65	119	42
ENSG00000156463.17|SH3RF2	0	0	0	68	0	0	0	0	0
ENSG00000156466.9|GDF6	0	0	0	0	0	0	0	0	0
ENSG00000156467.9|UQCRB	1057	1137	1428	1270	1058	2191	1572	1284	1663
ENSG00000156469.8|MTERF3	27	15	160	26	156	161	118	26	99
ENSG00000156471.12|PTDSS1	2108	2123	2277	2038	2352	3415	1408	966	3269
ENSG00000156475.18|PPP2R2B	262	355	479	309	49	476	145	160	106
ENSG00000156482.10|RPL30	3431	3416	6130	4993	1907	4579	6269	6171	5419
ENSG00000156486.7|KCNS2	0	0	0	0	0	0	0	0	0
ENSG00000156500.14|FAM122C	73	50	32	79	27	84	20	9	50
ENSG00000156502.13|SUPV3L1	163	139	341	235	175	507	573	355	871
ENSG00000156504.16|FAM122B	102	48	94	56	165	157	23	45	126
ENSG00000156508.17|EEF1A1	35709	31191	49613	46832	35537	58578	53373	42491	73228
ENSG00000156509.13|FBXO43	0	0	0	0	1	0	0	0	0
ENSG00000156510.12|HKDC1	30	140	33	23	148	21	1	1	36
ENSG00000156515.21|HK1	2205	1686	1893	2236	4785	5604	1794	862	3515
ENSG00000156521.13|TYSND1	488	1174	1170	763	808	1091	417	278	962
ENSG00000156531.16|PHF6	68	54	206	103	42	108	23	6	105
ENSG00000156535.13|CD109	76	24	10	5	20	11	33	16	25
ENSG00000156564.8|LRFN2	11	121	47	128	33	26	2	0	0
ENSG00000156574.9|NODAL	0	0	0	5	13	17	0	0	0
ENSG00000156575.2|PRG3	0	3	0	0	0	21	0	0	0
ENSG00000156587.15|UBE2L6	4280	3879	5877	4495	8233	11616	2679	2094	5387
ENSG00000156599.10|ZDHHC5	423	482	549	311	406	470	563	613	682
ENSG00000156603.16|MED19	622	539	1048	642	420	770	1010	771	978
ENSG00000156639.11|ZFAND3	945	931	541	902	1298	2040	841	657	1985
ENSG00000156642.16|NPTN	56	68	111	111	149	108	80	20	42
ENSG00000156650.12|KAT6B	361	299	749	352	349	551	517	473	1022
ENSG00000156671.12|SAMD8	92	102	73	124	207	364	379	187	669
ENSG00000156675.15|RAB11FIP1	982	321	355	209	600	944	749	258	1482
ENSG00000156687.10|UNC5D	0	0	0	0	0	0	0	0	0
ENSG00000156689.6|GLYATL2	2	0	0	20	0	0	12	0	3
ENSG00000156697.12|UTP14A	136	218	250	75	221	238	52	178	153
ENSG00000156709.13|AIFM1	280	142	444	199	448	720	197	113	184
ENSG00000156711.16|MAPK13	750	536	899	202	346	1289	302	258	359
ENSG00000156735.10|BAG4	141	114	156	161	310	872	504	766	964
ENSG00000156738.17|MS4A1	1206	1418	3311	352	496	3488	536	337	1513
ENSG00000156755.10|IGKV1OR-2	0	0	0	0	0	0	0	0	0
ENSG00000156787.16|TBC1D31	15	4	1	32	45	120	37	2	31
ENSG00000156795.6|WDYHV1	16	11	104	67	102	247	36	131	172
ENSG00000156802.12|ATAD2	48	162	113	64	14	153	393	113	200
